"","time_to_maturity","Asset_value_normalised"
"1",0.720547945205479,1.03322314049587
"2",0.720547945205479,1.00016
"3",0.720547945205479,0.969147286821705
"4",0.720547945205479,0.94
"5",0.717808219178082,1.02280991735537
"6",0.717808219178082,0.99008
"7",0.717808219178082,0.95937984496124
"8",0.717808219178082,0.930526315789474
"9",0.715068493150685,1.01933884297521
"10",0.715068493150685,0.98672
"11",0.715068493150685,0.956124031007752
"12",0.715068493150685,0.927368421052632
"13",0.701369863013699,0.996
"14",0.701369863013699,0.965116279069767
"15",0.701369863013699,0.93609022556391
"16",0.698630136986301,1.03537190082645
"17",0.698630136986301,1.00224
"18",0.698630136986301,0.971162790697674
"19",0.698630136986301,0.941954887218045
"20",0.695890410958904,1.03371900826446
"21",0.695890410958904,1.00064
"22",0.695890410958904,0.969612403100775
"23",0.695890410958904,0.940451127819549
"24",0.693150684931507,1.03157024793388
"25",0.693150684931507,0.99856
"26",0.693150684931507,0.967596899224806
"27",0.693150684931507,0.938496240601504
"28",0.684931506849315,1.0072
"29",0.684931506849315,0.975968992248062
"30",0.684931506849315,0.946616541353383
"31",0.682191780821918,1.04479338842975
"32",0.682191780821918,1.01136
"33",0.682191780821918,0.98
"34",0.682191780821918,0.950526315789474
"35",0.679452054794521,1.0398347107438
"36",0.679452054794521,1.00656
"37",0.679452054794521,0.975348837209302
"38",0.679452054794521,0.946015037593985
"39",0.676712328767123,1.03471074380165
"40",0.676712328767123,1.0016
"41",0.676712328767123,0.970542635658915
"42",0.676712328767123,0.941353383458647
"43",0.673972602739726,1.04694214876033
"44",0.673972602739726,1.01344
"45",0.673972602739726,0.982015503875969
"46",0.673972602739726,0.952481203007519
"47",0.665753424657534,1.03900826446281
"48",0.665753424657534,1.00576
"49",0.665753424657534,0.974573643410853
"50",0.665753424657534,0.945263157894737
"51",0.663013698630137,1.03487603305785
"52",0.663013698630137,1.00176
"53",0.663013698630137,0.970697674418605
"54",0.663013698630137,0.941503759398496
"55",0.66027397260274,1.02413223140496
"56",0.66027397260274,0.99136
"57",0.66027397260274,0.96062015503876
"58",0.66027397260274,0.931729323308271
"59",0.657534246575342,1.06068376068376
"60",0.657534246575342,1.02561983471074
"61",0.657534246575342,0.9928
"62",0.657534246575342,0.962015503875969
"63",0.657534246575342,0.933082706766917
"64",0.654794520547945,1.03636363636364
"65",0.654794520547945,1.0032
"66",0.654794520547945,0.972093023255814
"67",0.654794520547945,0.942857142857143
"68",0.646575342465753,1.02727272727273
"69",0.646575342465753,0.9944
"70",0.646575342465753,0.963565891472868
"71",0.646575342465753,0.934586466165414
"72",0.643835616438356,1.03305785123967
"73",0.643835616438356,1
"74",0.643835616438356,0.968992248062015
"75",0.643835616438356,0.93984962406015
"76",0.641095890410959,1.04066115702479
"77",0.641095890410959,1.00736
"78",0.641095890410959,0.976124031007752
"79",0.641095890410959,0.946766917293233
"80",0.638356164383562,1.06991452991453
"81",0.638356164383562,1.03454545454545
"82",0.638356164383562,1.00144
"83",0.638356164383562,0.970387596899225
"84",0.638356164383562,0.941203007518797
"85",0.635616438356164,1.03289256198347
"86",0.635616438356164,0.99984
"87",0.635616438356164,0.968837209302326
"88",0.635616438356164,0.939699248120301
"89",0.624657534246575,1.02479338842975
"90",0.624657534246575,0.992
"91",0.624657534246575,0.961240310077519
"92",0.624657534246575,0.932330827067669
"93",0.621917808219178,1.01487603305785
"94",0.621917808219178,0.9824
"95",0.621917808219178,0.951937984496124
"96",0.621917808219178,0.923308270676692
"97",0.619178082191781,1.02677685950413
"98",0.619178082191781,0.99392
"99",0.619178082191781,0.963100775193798
"100",0.619178082191781,0.934135338345865
"101",0.616438356164384,1.02694214876033
"102",0.616438356164384,0.99408
"103",0.616438356164384,0.963255813953488
"104",0.616438356164384,0.934285714285714
"105",0.608219178082192,1.02446280991736
"106",0.608219178082192,0.99168
"107",0.608219178082192,0.96093023255814
"108",0.608219178082192,0.93203007518797
"109",0.605479452054794,1.03570247933884
"110",0.605479452054794,1.00256
"111",0.605479452054794,0.971472868217054
"112",0.605479452054794,0.942255639097744
"113",0.602739726027397,1.03454545454545
"114",0.602739726027397,1.00144
"115",0.602739726027397,0.970387596899225
"116",0.602739726027397,0.941203007518797
"117",0.6,1.03752066115702
"118",0.6,1.00432
"119",0.6,0.973178294573643
"120",0.6,0.94390977443609
"121",0.597260273972603,1.03140495867769
"122",0.597260273972603,0.9984
"123",0.597260273972603,0.967441860465116
"124",0.597260273972603,0.938345864661654
"125",0.589041095890411,1.06444444444444
"126",0.589041095890411,1.02925619834711
"127",0.589041095890411,0.99632
"128",0.589041095890411,0.965426356589147
"129",0.589041095890411,0.936390977443609
