x,y,z
0.720547945205479,1.06854700854701,0.0893866720193925
0.720547945205479,1.03322314049587,0.0665422478691076
0.720547945205479,1.00016,0.048282881680069
0.720547945205479,0.969147286821705,0.034137606343938
0.720547945205479,0.94,0.0235219969337429
0.717808219178082,1.05777777777778,0.0818165221510694
0.717808219178082,1.02280991735537,0.0601599924995539
0.717808219178082,0.99008,0.0430713585062961
0.717808219178082,0.95937984496124,0.0300197768627189
0.717808219178082,0.930526315789474,0.020373428824652
0.715068493150685,1.05418803418803,0.0780611471437316
0.715068493150685,1.01933884297521,0.0567215892335148
0.715068493150685,0.98672,0.040038169495694
0.715068493150685,0.956124031007752,0.0274484657684602
0.715068493150685,0.927368421052632,0.0182801208304641
0.701369863013699,1.06410256410256,0.0835709378677972
0.701369863013699,1.02892561983471,0.0609418743757015
0.701369863013699,0.996,0.0431127371271911
0.701369863013699,0.965116279069767,0.0295744236811969
0.701369863013699,0.93609022556391,0.0196731813937062
0.698630136986301,1.07076923076923,0.088046231629396
0.698630136986301,1.03537190082645,0.0646082463205152
0.698630136986301,1.00224,0.0460011804838729
0.698630136986301,0.971162790697674,0.0317608869825352
0.698630136986301,0.941954887218045,0.0212637986673942
0.695890410958904,1.06905982905983,0.0867187043338832
0.695890410958904,1.03371900826446,0.0634620976676496
0.695890410958904,1.00064,0.0450461670617091
0.695890410958904,0.969612403100775,0.03099457795691
0.695890410958904,0.940451127819549,0.0206722204168064
0.693150684931507,1.06683760683761,0.0850279884477488
0.693150684931507,1.03157024793388,0.0620142748432011
0.693150684931507,0.99856,0.0438504024942717
0.693150684931507,0.967596899224806,0.0300439969450818
0.693150684931507,0.938496240601504,0.0199454123298976
0.684931506849315,1.07606837606838,0.0918731192781936
0.684931506849315,1.0404958677686,0.0677953932432798
0.684931506849315,1.0072,0.0485592383655458
0.684931506849315,0.975968992248062,0.0337372130593317
0.684931506849315,0.946616541353383,0.022733074269623
0.682191780821918,1.08051282051282,0.0951688571428746
0.682191780821918,1.04479338842975,0.0705836147306217
0.682191780821918,1.01136,0.0508353514668946
0.682191780821918,0.98,0.0355274095956877
0.682191780821918,0.950526315789474,0.0240888000295267
0.679452054794521,1.07538461538462,0.0906314979930753
0.679452054794521,1.0398347107438,0.0665232885093518
0.679452054794521,1.00656,0.0473248925831584
0.679452054794521,0.975348837209302,0.0326055038968338
0.679452054794521,0.946015037593985,0.0217521545213966
0.676712328767123,1.07008547008547,0.0862113946692879
0.676712328767123,1.03471074380165,0.0626483032575558
0.676712328767123,1.0016,0.0440500777564047
0.676712328767123,0.970542635658915,0.0299458441403949
0.676712328767123,0.941353383458647,0.0196797755521241
0.673972602739726,1.08273504273504,0.0964410474065319
0.673972602739726,1.04694214876033,0.071530562226183
0.673972602739726,1.01344,0.0514915459022264
0.673972602739726,0.982015503875969,0.035945034439315
0.673972602739726,0.952481203007519,0.0243270281215777
0.665753424657534,1.07452991452991,0.0897354189034804
0.665753424657534,1.03900826446281,0.0656610197673395
0.665753424657534,1.00576,0.0465316777313962
0.665753424657534,0.974573643410853,0.031910541127041
0.665753424657534,0.945263157894737,0.0211729945019279
0.663013698630137,1.07025641025641,0.0862281011167359
0.663013698630137,1.03487603305785,0.0626028709742332
0.663013698630137,1.00176,0.0439628635736777
0.663013698630137,0.970697674418605,0.0298381015952767
0.663013698630137,0.941503759398496,0.0195696740712318
0.66027397260274,1.0591452991453,0.0787808353593269
0.66027397260274,1.02413223140496,0.0565439479804689
0.66027397260274,0.99136,0.0392409483097915
0.66027397260274,0.96062015503876,0.0263168741841439
0.66027397260274,0.931729323308271,0.0170564318600177
0.657534246575342,1.06068376068376,0.0797394022653291
0.657534246575342,1.02561983471074,0.0572985256887767
0.657534246575342,0.9928,0.0398075227513951
0.657534246575342,0.962015503875969,0.0267222533912979
0.657534246575342,0.933082706766917,0.0173329390618175
0.654794520547945,1.07179487179487,0.0858769264602121
0.654794520547945,1.03636363636364,0.0618483708471385
0.654794520547945,1.0032,0.0429518706887437
0.654794520547945,0.972093023255814,0.0287316650267098
0.654794520547945,0.942857142857143,0.0185064242385256
0.646575342465753,1.06239316239316,0.0791439094757509
0.646575342465753,1.02727272727273,0.056277428463885
0.646575342465753,0.9944,0.0385445820296504
0.646575342465753,0.963565891472868,0.0254043364034163
0.646575342465753,0.934586466165414,0.016110195833627
0.643835616438356,1.06837606837607,0.0824758015518265
0.643835616438356,1.03305785123967,0.0587203227393672
0.643835616438356,1,0.0402027188415117
0.643835616438356,0.968992248062015,0.0264358163467367
0.643835616438356,0.93984962406015,0.0166893495375502
0.641095890410959,1.07623931623932,0.0876514552470732
0.641095890410959,1.04066115702479,0.0627952371443939
0.641095890410959,1.00736,0.0432321397371244
0.641095890410959,0.976124031007752,0.0285577723307261
0.641095890410959,0.946766917293233,0.0180884089504825
0.638356164383562,1.06991452991453,0.0823293272957581
0.638356164383562,1.03454545454545,0.0581690839586332
0.638356164383562,1.00144,0.0393905675812547
0.638356164383562,0.970387596899225,0.0255249204966066
0.638356164383562,0.941203007518797,0.0158180333514001
0.635616438356164,1.06820512820513,0.0809959647815136
0.635616438356164,1.03289256198347,0.0570403759547789
0.635616438356164,0.99984,0.0384807727939825
0.635616438356164,0.968837209302326,0.0248293211545302
0.635616438356164,0.939699248120301,0.0153144529076453
0.624657534246575,1.05982905982906,0.073235901193152
0.624657534246575,1.02479338842975,0.0501353146707808
0.624657534246575,0.992,0.0326536852695495
0.624657534246575,0.961240310077519,0.0201970858005249
0.624657534246575,0.932330827067669,0.0118559943458093
0.621917808219178,1.04957264957265,0.0657765154588859
0.621917808219178,1.01487603305785,0.044102899820387
0.621917808219178,0.9824,0.0280595556435631
0.621917808219178,0.951937984496124,0.0169132426370612
0.621917808219178,0.923308270676692,0.00965500000555904
0.619178082191781,1.06188034188034,0.0754163513504457
0.619178082191781,1.02677685950413,0.0521236237012435
0.619178082191781,0.99392,0.0343648610318892
0.619178082191781,0.963100775193798,0.0215758869813113
0.619178082191781,0.934135338345865,0.0128928009756762
0.616438356164384,1.06205128205128,0.0754710036633845
0.616438356164384,1.02694214876033,0.0521390095246008
0.616438356164384,0.99408,0.03435206382661
0.616438356164384,0.963255813953488,0.0215476756681103
0.616438356164384,0.934285714285714,0.0128602137906836
0.608219178082192,1.05948717948718,0.0723234030250571
0.608219178082192,1.02446280991736,0.0491375539832911
0.608219178082192,0.99168,0.031675502136447
0.608219178082192,0.96093023255814,0.0193330890630713
0.608219178082192,0.93203007518797,0.0111638821505377
0.605479452054794,1.07111111111111,0.0806906168304231
0.605479452054794,1.03570247933884,0.0558253763097479
0.605479452054794,1.00256,0.036689055275918
0.605479452054794,0.971472868217054,0.0228456815189989
0.605479452054794,0.942255639097744,0.0134620054598579
0.602739726027397,1.06991452991453,0.0788812486004906
0.602739726027397,1.03454545454545,0.0539831274538544
0.602739726027397,1.00144,0.0349527412641322
0.602739726027397,0.970387596899225,0.0213463703576944
0.602739726027397,0.941203007518797,0.0122788924663553
0.6,1.07299145299145,0.081021896364925
0.6,1.03752066115702,0.0556343964799993
0.6,1.00432,0.0361293713490855
0.6,0.973178294573643,0.0221169581514297
0.6,0.94390977443609,0.0127414887303059
0.597260273972603,1.06666666666667,0.0760978463858191
0.597260273972603,1.03140495867769,0.051580226835923
0.597260273972603,0.9984,0.0330026487969517
0.597260273972603,0.967441860465116,0.0198710625827298
0.597260273972603,0.938345864661654,0.0112429202946856
0.589041095890411,1.06444444444444,0.0733335949269769
0.589041095890411,1.02925619834711,0.0488883017748737
0.589041095890411,0.99632,0.0305791879231481
0.589041095890411,0.965426356589147,0.0178795754483295
0.589041095890411,0.936390977443609,0.00975530558108615
0.586301369863014,1.06820512820513,0.0761065235819458
0.586301369863014,1.03289256198347,0.0510726507081866
0.586301369863014,0.99984,0.0321694015863949
0.586301369863014,0.968837209302326,0.0189435377726221
0.586301369863014,0.939699248120301,0.0104084847965488
0.583561643835616,1.06581196581197,0.0742377599653272
0.583561643835616,1.03057851239669,0.049543701082345
0.583561643835616,0.9976,0.0310066427003865
0.583561643835616,0.966666666666667,0.0181273881074567
0.583561643835616,0.937593984962406,0.00988133808092996
0.580821917808219,1.06803418803419,0.0746836190946125
0.580821917808219,1.03272727272727,0.049323652706898
0.580821917808219,0.99968,0.0303347151392778
0.580821917808219,0.968682170542636,0.0172843903392454
0.580821917808219,0.939548872180451,0.00910007220519982
0.578082191780822,1.06871794871795,0.0745283583674596
0.578082191780822,1.03338842975207,0.0488531809391702
0.578082191780822,1.00032,0.029681205857282
0.578082191780822,0.969302325581395,0.0166149078160256
0.578082191780822,0.94015037593985,0.00854204526341434
0.56986301369863,1.06222222222222,0.0695390588797341
0.56986301369863,1.02710743801653,0.0448862022520803
0.56986301369863,0.99424,0.0268008914692188
0.56986301369863,0.963410852713178,0.0147217842287432
0.56986301369863,0.934436090225564,0.00741934886682111
0.567123287671233,1.05641025641026,0.0652879053309815
0.567123287671233,1.02148760330579,0.0416112519997763
0.567123287671233,0.9888,0.0245093288768013
0.567123287671233,0.958139534883721,0.0132756459173474
0.567123287671233,0.929323308270677,0.00659796405228394
0.564383561643836,1.03094017094017,0.0521194232780251
0.564383561643836,0.996859504132231,0.0330747970814854
0.564383561643836,0.96496,0.0197285088816121
0.564383561643836,0.935038759689922,0.011046756217524
0.564383561643836,0.906917293233083,0.00580748320485028
0.561643835616438,1.03282051282051,0.0526105986372572
0.561643835616438,0.998677685950413,0.0332325892669993
0.561643835616438,0.96672,0.0196769981907492
0.561643835616438,0.936744186046512,0.0109038517911182
0.561643835616438,0.908571428571429,0.00565500318599563
0.558904109589041,1.01299145299145,0.0447143496844322
0.558904109589041,0.979504132231405,0.0283902513108667
0.558904109589041,0.94816,0.0170982692356078
0.558904109589041,0.918759689922481,0.00976686245255452
0.558904109589041,0.891127819548872,0.0052961675924952
0.547945205479452,1.01521367521368,0.0443186730111531
0.547945205479452,0.981652892561984,0.0276981967729553
0.547945205479452,0.95024,0.0163285638357816
0.547945205479452,0.92077519379845,0.00907650538382602
0.547945205479452,0.893082706766917,0.00476121140287061
0.545205479452055,1.0025641025641,0.0375400712490329
0.545205479452055,0.969421487603306,0.0228207126245414
0.545205479452055,0.9384,0.0130635255860749
0.545205479452055,0.909302325581395,0.00704280102766353
0.545205479452055,0.881954887218045,0.00358030145374443
0.542465753424658,1.01726495726496,0.0468580293421016
0.542465753424658,0.983636363636364,0.0298997096211554
0.542465753424658,0.95216,0.0180888735326511
0.542465753424658,0.922635658914729,0.0103729485518367
0.542465753424658,0.894887218045113,0.00564245911919325
0.53972602739726,1.02358974358974,0.0508375114217907
0.53972602739726,0.989752066115702,0.0329481384416572
0.53972602739726,0.95808,0.0202820333224454
0.53972602739726,0.928372093023256,0.0118532861374801
0.53972602739726,0.900451127819549,0.00658054527697951
0.531506849315069,1.02837606837607,0.0536777424774369
0.531506849315069,0.994380165289256,0.0350791313188669
0.531506849315069,0.96256,0.0217828009469693
0.531506849315069,0.932713178294574,0.0128450259939822
0.531506849315069,0.904661654135338,0.00719611601045721
0.528767123287671,1.02837606837607,0.0529585721672192
0.528767123287671,0.994380165289256,0.0343398769146826
0.528767123287671,0.96256,0.0211068151295663
0.528767123287671,0.932713178294574,0.0122886361697369
0.528767123287671,0.904661654135338,0.00677976011427919
0.526027397260274,1.03897435897436,0.0602510891763992
0.526027397260274,1.00462809917355,0.0400967351249703
0.526027397260274,0.97248,0.0253815344643067
0.526027397260274,0.942325581395349,0.015268097835311
0.526027397260274,0.913984962406015,0.00872879618471665
0.523287671232877,1.03470085470085,0.0573941493404298
0.523287671232877,1.0004958677686,0.0378526884955827
0.523287671232877,0.96848,0.0237222728162392
0.523287671232877,0.938449612403101,0.014115315643292
0.523287671232877,0.910225563909774,0.00797619437358854
0.520547945205479,1.04307692307692,0.0631507411002437
0.520547945205479,1.00859504132231,0.0424102151074029
0.520547945205479,0.97632,0.027123032803257
0.520547945205479,0.946046511627907,0.0165018932003699
0.520547945205479,0.917593984962406,0.00955115369413936
0.512328767123288,1.03111111111111,0.0548753582541205
0.512328767123288,0.99702479338843,0.0358375083023421
0.512328767123288,0.96512,0.022206596744112
0.512328767123288,0.935193798449612,0.0130461123391411
0.512328767123288,0.907067669172932,0.00726896739798417
0.50958904109589,1.03931623931624,0.0602680270747016
0.50958904109589,1.00495867768595,0.0400276248278226
0.50958904109589,0.9728,0.0252665311109518
0.50958904109589,0.942635658914729,0.015142930118236
0.50958904109589,0.914285714285714,0.00861754990761023
0.506849315068493,1.04119658119658,0.0613934495599342
0.506849315068493,1.00677685950413,0.0408672410890076
0.506849315068493,0.97456,0.0258519880432243
0.506849315068493,0.944341085271318,0.0155240513953516
0.506849315068493,0.91593984962406,0.00884933839152966
0.504109589041096,1.03555555555556,0.0571705596639856
0.504109589041096,1.00132231404959,0.0374394912026765
0.504109589041096,0.96928,0.0232352392326385
0.504109589041096,0.93922480620155,0.0136516567642611
0.504109589041096,0.910977443609023,0.00759459595744417
0.501369863013699,1.03282051282051,0.0553415516823365
0.501369863013699,0.998677685950413,0.0360120965121155
0.501369863013699,0.96672,0.0221908947469475
0.501369863013699,0.936744186046512,0.0129367408284566
0.501369863013699,0.908571428571429,0.00713666892336551
0.493150684931507,1.01641025641026,0.0458312674248888
0.493150684931507,0.982809917355372,0.0289612082923044
0.493150684931507,0.95136,0.0173089365556523
0.493150684931507,0.921860465116279,0.00978103630723144
0.493150684931507,0.894135338345865,0.00522996706555765
0.49041095890411,1.00478632478632,0.039697295788678
0.49041095890411,0.971570247933884,0.0245436044440299
0.49041095890411,0.94048,0.014340802714559
