"","mahal_RBF1","mahal_RBF2","mahal_RBF3","mahal_RBF4","t_mat","Asset_norm","Bias"
"1",9.40845117042351,6.14579961387983,4.46152673916456,1.97307236270299,0.720547945205479,1.03322314049587,1
"2",9.26087398279358,6.019976342707,4.06884652645642,1.58276900569866,0.720547945205479,1.00016,1
"3",9.19022711406843,6.00708730219598,3.83331815676642,1.57612197743029,0.720547945205479,0.969147286821705,1
"4",9.18506151214367,6.08848020592583,3.75170379482456,1.89594635066606,0.720547945205479,0.94,1
"5",9.31218516962816,6.05198108091604,4.28638467797465,1.78098670589368,0.717808219178082,1.02280991735537,1
"6",9.18833451607872,5.96215246835706,3.93614556306874,1.49470451721388,0.717808219178082,0.99008,1
"7",9.1395508841971,5.98248121335894,3.74794477817093,1.61543504131259,0.717808219178082,0.95937984496124,1
"8",9.15415699337226,6.09309571649814,3.71422199284201,2.01743737679758,0.717808219178082,0.930526315789474,1
"9",9.25364348658363,5.99502244711672,4.20488837116308,1.69676444526153,0.715068493150685,1.01933884297521,1
"10",9.13749300698912,5.91710485804787,3.8676083013415,1.44630779379969,0.715068493150685,0.98672,1
"11",9.09597234809442,5.94879200391875,3.69474639651033,1.61245830036529,0.715068493150685,0.956124031007752,1
"12",9.1173022926004,6.0697217600327,3.67730266843818,2.0439383086457,0.715068493150685,0.927368421052632,1
"13",8.95193015089633,5.71598512218525,3.74899509734852,1.26627116255794,0.701369863013699,0.996,1
"14",8.88971311337929,5.71892909200997,3.51988041641525,1.33062742271952,0.701369863013699,0.965116279069767,1
"15",8.89407215260431,5.81881373874158,3.45617289549813,1.74598038806609,0.701369863013699,0.93609022556391,1
"16",9.08714819850432,5.82458436563871,4.20231414792741,1.75067773797918,0.698630136986301,1.03537190082645,1
"17",8.93060480057703,5.68614086470112,3.77400386630578,1.27061618592158,0.698630136986301,1.00224,1
"18",8.85416196012053,5.6677653038502,3.51066316754569,1.24101969697226,0.698630136986301,0.971162790697674,1
"19",8.84609142423516,5.74998874928287,3.41418922071716,1.61405007139134,0.698630136986301,0.941954887218045,1
"20",9.03587380368628,5.77320510912379,4.14219256796711,1.6894988451356,0.695890410958904,1.03371900826446,1
"21",8.88279994685408,5.64021569953999,3.71753293836129,1.21634359004877,0.695890410958904,1.00064,1
"22",8.80984540810087,5.62763900335904,3.45996434653548,1.21320391364085,0.695890410958904,0.969612403100775,1
"23",8.80519893856907,5.71562803273311,3.37122035337092,1.61120016079317,0.695890410958904,0.940451127819549,1
"24",8.98191733326989,5.71921721007503,4.07482861059484,1.61910996794884,0.693150684931507,1.03157024793388,1
"25",8.83354105559686,5.59361458240128,3.65612440065454,1.1589857721394,0.693150684931507,0.99856,1
"26",8.76519730396407,5.58859715859625,3.40700785342562,1.19203515036792,0.693150684931507,0.967596899224806,1
"27",8.7649780299975,5.68385963002752,3.32874897989485,1.61881039838329,0.693150684931507,0.938496240601504,1
"28",8.7386532370835,5.4879522614731,3.63690478476435,1.12687030277868,0.684931506849315,1.0072,1
"29",8.64981373409438,5.45246885181546,3.33477088016713,1.00826418083654,0.684931506849315,0.975968992248062,1
"30",8.63212412627922,5.52365065109983,3.2073617746775,1.38735068254267,0.684931506849315,0.946616541353383,1
"31",8.89678637798587,5.63793573676706,4.14114882801645,1.77605026945848,0.682191780821918,1.04479338842975,1
"32",8.71379492968267,5.4591092474187,3.65038734124176,1.14646843709592,0.682191780821918,1.01136,1
"33",8.6149360567712,5.40833904780022,3.3239002027627,0.947717371130425,0.682191780821918,0.98,1
"34",8.58852188431439,5.46692019589834,3.17236518480096,1.28942724298388,0.682191780821918,0.950526315789474,1
"35",8.82324421602963,5.56227781459766,4.02666879642135,1.64519758237989,0.679452054794521,1.0398347107438,1
"36",8.65190639251848,5.40157792504676,3.5526835738617,1.04335031236261,0.679452054794521,1.00656,1
"37",8.56412568981636,5.36858017415686,3.24793553013578,0.931700887862045,0.679452054794521,0.975348837209302,1
"38",8.54801798577959,5.44355909909431,3.12185308486085,1.34369410408753,0.679452054794521,0.946015037593985,1
"39",8.75017543432019,5.48787497685519,3.91089993939764,1.51159917329491,0.676712328767123,1.03471074380165,1
"40",8.59099520562438,5.34626897214237,3.45533913478325,0.945430505824534,0.676712328767123,1.0016,1
"41",8.514722228749,5.33179488607602,3.17430152628905,0.934610430583658,0.676712328767123,0.970542635658915,1
"42",8.50927212865155,5.42367229169316,3.07547163591586,1.40990111146196,0.676712328767123,0.941353383458647,1
"43",8.78719931620526,5.5303939119535,4.07696822391933,1.75466131965416,0.673972602739726,1.04694214876033,1
"44",8.59685780324178,5.3401344247619,3.56515436123471,1.07489220801857,0.673972602739726,1.01344,1
"45",8.49218988557669,5.28129770235928,3.21816320951086,0.816249091889989,0.673972602739726,0.982015503875969,1
"46",8.46147753147376,5.33527538938597,3.0503771583741,1.16916714755183,0.673972602739726,0.952481203007519,1
"47",8.61052783508354,5.34993823451399,3.84410894774292,1.51146772387503,0.665753424657534,1.03900826446281,1
"48",8.43821580018754,5.18800731331104,3.35284934083766,0.849585992930662,0.665753424657534,1.00576,1
"49",8.35123577800105,5.15848803070677,3.03652069369445,0.742391880742058,0.665753424657534,0.974573643410853,1
"50",8.33747625952912,5.24078492728405,2.90925546106601,1.23840121397583,0.665753424657534,0.945263157894737,1
"51",8.5432079061715,5.28130944886663,3.74237409286424,1.39680314335715,0.663013698630137,1.03487603305785,1
"52",8.38079866102747,5.13517301653782,3.26515777822534,0.756267752458811,0.663013698630137,1.00176,1
"53",8.30328368273504,5.12123697302825,2.96806763005614,0.750494242643913,0.663013698630137,0.970697674418605,1
"54",8.29836425574654,5.21790543333308,2.86405116775881,1.29956562064392,0.663013698630137,0.941503759398496,1
"55",8.43993143775226,5.17767284328998,3.53772444958159,1.1365875098395,0.66027397260274,1.02413223140496,1
"56",8.30438234443423,5.07466994444877,3.10749200763948,0.614356487563505,0.66027397260274,0.99136,1
"57",8.25179959097036,5.10098965668052,2.86935048754229,0.882097053161487,0.66027397260274,0.96062015503876,1
"58",8.26948472799028,5.23279964546369,2.82945890217169,1.50500575379185,0.66027397260274,0.931729323308271,1
"59",8.64228449423819,5.40217269111822,4.13360470919992,1.97163022929984,0.657534246575342,1.06068376068376,1
"60",8.40621326179665,5.1436692993252,3.52583430543811,1.14573864717814,0.657534246575342,1.02561983471074,1
"61",8.26639661943219,5.03404846495372,3.08386641413162,0.582113909167608,0.657534246575342,0.9928,1
"62",8.2102849932781,5.05540840908023,2.83410144820311,0.829096303989612,0.657534246575342,0.962015503875969,1
"63",8.22517301624159,5.18394784307245,2.78505873442346,1.45897002905003,0.657534246575342,0.933082706766917,1
"64",8.42778961559454,5.16670340851161,3.66677020004521,1.37188014660792,0.654794520547945,1.03636363636364,1
"65",8.25978176707174,5.01191895268726,3.16941813714906,0.670729309074173,0.654794520547945,1.0032,1
"66",8.17819111704536,4.99300838863109,2.85388506032181,0.628574908357518,0.654794520547945,0.972093023255814,1
"67",8.17064042945475,5.08816091799744,2.7377900988482,1.21683883167365,0.654794520547945,0.942857142857143,1
"68",8.2485171175928,4.98581323488117,3.41525706360785,1.10439155727083,0.646575342465753,1.02727272727273,1
"69",8.10243473487594,4.86694203778736,2.94690965803086,0.436497353529452,0.646575342465753,0.9944,1
"70",8.04208138887139,4.88412020366621,2.67496564290793,0.70091621830033,0.646575342465753,0.963565891472868,1
"71",8.05459575014732,5.01290994951343,2.61453093565403,1.37519193283384,0.646575342465753,0.934586466165414,1
"72",8.24109797944108,4.97934771470299,3.47893011575336,1.22822119665672,0.643835616438356,1.03305785123967,1
"73",8.07928827445089,4.83501185887204,2.9778701599318,0.484583704117412,0.643835616438356,1,1
"74",8.00488936066731,4.83001095308477,2.66711137929747,0.566114944942018,0.643835616438356,0.968992248062015,1
"75",8.00521153678601,4.94099220690647,2.56799488474941,1.23726427153884,0.643835616438356,0.93984962406015,1
"76",8.24852761696845,4.99069049120704,3.58042929805279,1.40251009828448,0.641095890410959,1.04066115702479,1
"77",8.06601866763586,4.81276262955964,3.04024685676748,0.605505249638836,0.641095890410959,1.00736,1
"78",7.97289524023582,4.77764047859602,2.68101030868641,0.405938276857662,0.641095890410959,0.976124031007752,1
"79",7.95674665731598,4.86372189958313,2.53035071062333,1.05905312953117,0.641095890410959,0.946766917293233,1
"80",8.43500742754182,5.21602742475631,4.11265556213658,2.12575742612736,0.638356164383562,1.06991452991453,1
"81",8.1672751329458,4.90630201418678,3.43990710581707,1.23957569086921,0.638356164383562,1.03454545454545,1
"82",8.00031058348028,4.75377550808615,2.92202738724575,0.454085655699282,0.638356164383562,1.00144,1
"83",7.92193364078161,4.74345968711101,2.59459478060018,0.492355152116862,0.638356164383562,0.970387596899225,1
"84",7.91942173664475,4.85194930440578,2.48341137011017,1.18723871296978,0.638356164383562,0.941203007518797,1
"85",8.11541923125407,4.85394755237357,3.37878220015908,1.18784463885748,0.635616438356164,1.03289256198347,1
"86",7.95223534285649,4.70774484330672,2.86353535703897,0.394797092348224,0.635616438356164,0.99984,1
"87",7.87773061580763,4.7044215333601,2.54223020722897,0.50849030601519,0.635616438356164,0.968837209302326,1
"88",7.87906323044144,4.81992190069617,2.44130550196314,1.21841945624553,0.635616438356164,0.939699248120301,1
"89",7.900796171774,4.63809151596602,3.10841086615979,0.954027248566761,0.624657534246575,1.02479338842975,1
"90",7.75713973195623,4.5251484635382,2.6121185248045,0.130226264950928,0.624657534246575,0.992,1
"91",7.70216371743571,4.55699492110521,2.3281217150128,0.66266101291663,0.624657534246575,0.961240310077519,1
"92",7.72245920407467,4.70636368421955,2.2832761204707,1.3956027699995,0.624657534246575,0.932330827067669,1
"93",7.80640981947602,4.54629150421762,2.90837110738758,0.698695670129471,0.621917808219178,1.01487603305785,1
"94",7.68926049171236,4.47840881103122,2.46157068404769,0.126088945183603,0.621917808219178,0.9824,1
"95",7.65883183868557,4.55161783295004,2.24600526915438,0.899231948813317,0.621917808219178,0.951937984496124,1
"96",7.70124533992957,4.73592071654995,2.27622363416482,1.62605666573769,0.621917808219178,0.923308270676692,1
"97",7.82890675512038,4.56639232321166,3.07922954792533,0.999097519913358,0.619178082191781,1.02677685950413,1
"98",7.6787365757965,4.4429655445619,2.56164714430689,0.167896709061936,0.619178082191781,0.99392,1
"99",7.61862781070159,4.46785931857165,2.25573453109269,0.619029310059567,0.619178082191781,0.963100775193798,1
"100",7.63514377693931,4.6137160724133,2.19531587291111,1.35387564107029,0.619178082191781,0.934135338345865,1
"101",7.78824215045123,4.52580402126258,3.05071238809388,1.00335510015055,0.616438356164384,1.02694214876033,1
"102",7.63704551598499,4.40086762989682,2.52659186365672,0.182941633374412,0.616438356164384,0.99408,1
"103",7.57641833185359,4.42569767320285,2.21518297746868,0.621157790853587,0.616438356164384,0.963255813953488,1
"104",7.59287377440654,4.57266534065112,2.15307034768724,1.3540673664116,0.616438356164384,0.934285714285714,1
"105",7.64876904836617,4.38612816591482,2.91222731724311,0.952619635585736,0.608219178082192,1.02446280991736,1
"106",7.50276709203866,4.27083289872706,2.38315183194831,0.225935829464045,0.608219178082192,0.99168,1
"107",7.44820194663663,4.30847645630187,2.0762147538574,0.711959612036562,0.608219178082192,0.96093023255814,1
"108",7.47128395248119,4.46963106611064,2.03355746236609,1.43052778298533,0.608219178082192,0.93203007518797,1
"109",7.67750257498838,4.41977470883745,3.09529356237196,1.23833651596118,0.605479452054794,1.03570247933884,1
"110",7.49926305914431,4.24931477428671,2.50594770854648,0.446059036809006,0.605479452054794,1.00256,1
"111",7.41542650860743,4.23763272114316,2.11432451319102,0.483906356908586,0.605479452054794,0.971472868217054,1
"112",7.41275811240231,4.35889510908864,1.97621245584113,1.18442468003023,0.605479452054794,0.942255639097744,1
"113",7.62840059816403,4.37010938828231,3.04397288090781,1.21663538113207,0.602739726027397,1.03454545454545,1
"114",7.45270629972397,4.20406795394459,2.45373250861414,0.446762474816853,0.602739726027397,1.00144,1
"115",7.37167269457411,4.19796135434032,2.06425415022392,0.531488919162063,0.602739726027397,0.970387596899225,1
"116",7.37194841577996,4.32524437192956,1.9340145422123,1.22207190134107,0.602739726027397,0.941203007518797,1
"117",7.60721960986579,4.35168003783541,3.07471137973323,1.29803089951355,0.6,1.03752066115702,1
"118",7.42233445096128,4.16988000350035,2.46537895469365,0.528336542002558,0.6,1.00432,1
"119",7.33321892784765,4.15044847789103,2.05015939432268,0.502036186794375,0.6,0.973178294573643,1
"120",7.32665361367288,4.26777205641643,1.892247222687,1.16883647714332,0.6,0.94390977443609,1
"121",7.52498776518253,4.26513803424469,2.92520297262149,1.15925534623416,0.597260273972603,1.03140495867769,1
"122",7.356828548172,4.11231832378787,2.33683585040787,0.454160738904519,0.597260273972603,0.9984,1
"123",7.28367308843821,4.12148074682871,1.9578250842933,0.644583402185124,0.597260273972603,0.967441860465116,1
"124",7.29187878736275,4.26423726618028,1.85188462570423,1.31846150547438,0.597260273972603,0.938345864661654,1
"125",7.6596239133456,4.45294239040266,3.54502189493963,1.99329322183423,0.589041095890411,1.06444444444444,1
"126",7.38680141184121,4.12635680010867,2.79811022761305,1.15039420725979,0.589041095890411,1.02925619834711,1
"127",7.22279210892013,3.98126097009814,2.20023907481986,0.537919725955583,0.589041095890411,0.99632,1
"128",7.1548715883753,4.00224764349914,1.81906109071949,0.768381700442441,0.589041095890411,0.965426356589147,1
"129",7.16909427584523,4.15896381274619,1.72933327263713,1.41240197693221,0.589041095890411,0.936390977443609,1
"130",7.36909275742489,4.11132549586005,2.84443094858063,1.24985840861793,0.586301369863014,1.03289256198347,1
"131",7.19376946574985,3.94636863598066,2.22333677516455,0.613032877839678,0.586301369863014,0.99984,1
"132",7.11585695650313,3.95057644615508,1.80854485521829,0.736895751446207,0.586301369863014,0.968837209302326,1
"133",7.12159014177645,4.09484402757367,1.68181473672834,1.35263709712464,0.586301369863014,0.939699248120301,1
"134",7.31240113259428,4.05321174283817,2.77022432157553,1.21488719961608,0.583561643835616,1.03057851239669,1
"135",7.14313188481354,3.89909514756779,2.15272968324615,0.626804301874172,0.583561643835616,0.9976,1
"136",7.07131126326194,3.91504895971668,1.74845958200594,0.806985784525001,0.583561643835616,0.966666666666667,1
"137",7.08296321215878,4.0705261543441,1.64293945214377,1.42071713758881,0.583561643835616,0.937593984962406,1
"138",7.2852526030813,4.02800136555555,2.78814659612647,1.28109773511873,0.580821917808219,1.03272727272727,1
"139",7.10891511120419,3.8613993202696,2.15436140338086,0.685298073013816,0.580821917808219,0.99968,1
"140",7.03103222896515,3.86743957599673,1.72702327559653,0.806395291297013,0.580821917808219,0.968682170542636,1
"141",7.03771961100919,4.01622543505863,1.59775365846805,1.39611944390857,0.580821917808219,0.939548872180451,1
"142",7.24839112440962,3.99208320114703,2.77618500882117,1.31474873397818,0.578082191780822,1.03338842975207,1
"143",7.06932865671741,3.82067882715318,2.13279149673795,0.729607024577245,0.578082191780822,1.00032,1
"144",6.98940880485651,3.82396305176833,1.69335958741286,0.831549543931545,0.578082191780822,0.969302325581395,1
"145",6.99474048630458,3.97200678714068,1.55493233745863,1.40413603511342,0.578082191780822,0.94015037593985,1
"146",7.08271262975353,3.82248943216501,2.56744148764546,1.25109334071046,0.56986301369863,1.02710743801653,1
"147",6.92025210126045,3.6815319804997,1.93023407433664,0.805929274882699,0.56986301369863,0.99424,1
"148",6.85723812075981,3.71849437619299,1.51764901097865,1.02775069906473,0.56986301369863,0.963410852713178,1
"149",6.87914295685663,3.89886102450966,1.44330410282798,1.59856232937719,0.56986301369863,0.934436090225564,1
"150",7.00656668451421,3.74417589069798,2.4238693648683,1.17269977409099,0.567123287671233,1.02148760330579,1
"151",6.86048716835397,3.63368711796034,1.80600686961763,0.837443590720622,0.567123287671233,0.9888,1
"152",6.81308133480886,3.70012507179208,1.43600716816681,1.14937073728481,0.567123287671233,0.958139534883721,1
"153",6.84934439581801,3.90557544352991,1.42806995552183,1.73440916249511,0.567123287671233,0.929323308270677,1
"154",7.02508542256977,3.76839405673019,2.60043302766108,1.3764422529381,0.564383561643836,1.03094017094017,1
